name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Search & Rescue,79,272113,Drake,Drake,2023-04-07,0.0603,0.817,0.44,1.42e-06,0.33,-8.482,0.0734,142.024,4,0.544,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Search Rescue - Drake (128).wav
Tarot,80,237895,Bad Bunny,"Bad Bunny,Jhayco",2022-05-06,0.0225,0.795,0.684,0.0,0.658,-3.971,0.0419,114.011,4,0.419,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",TUYA - ROSALÍA (128).wav
A Tu Merced,78,175918,Bad Bunny,Bad Bunny,2020-02-29,0.169,0.86,0.791,0.000106,0.106,-4.784,0.0568,92.023,4,0.887,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",A Tu Merced - Bad Bunny (128).wav
Un Coco,79,196413,Bad Bunny,Bad Bunny,2022-05-06,0.207,0.839,0.69,8.33e-06,0.176,-4.464,0.0615,151.991,4,0.744,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",Un Coco - Bad Bunny (128).wav
Callaita,75,250534,Bad Bunny,"Bad Bunny,Tainy",2019-05-31,0.6,0.61,0.624,2.12e-06,0.243,-4.773,0.309,176.169,4,0.244,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",Callaita - Bad Bunny Tainy (128).wav
Si Estuviésemos Juntos,82,169248,Bad Bunny,Bad Bunny,2018-12-23,0.0626,0.672,0.594,5.14e-05,0.152,-6.813,0.0789,171.854,4,0.158,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",Si Estuviésemos Juntos - Bad Bunny (128).wav
Después de la Playa,76,230400,Bad Bunny,Bad Bunny,2022-05-06,0.356,0.564,0.903,0.0,0.175,-3.221,0.307,78.293,4,0.607,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",Después de la Playa - Bad Bunny (128).wav
Runnin,83,195906,21 Savage,"21 Savage,Metro Boomin",2020-10-02,0.00748,0.819,0.626,0.101,0.167,-4.574,0.202,143.01,4,0.415,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Running Low - Shawn Mendes (128).wav
prove it,80,207586,21 Savage,"21 Savage,Summer Walker",2024-01-12,0.38,0.559,0.743,0.0,0.23,-5.418,0.167,133.897,4,0.263,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Perfect - One Direction (128).wav
Pussy & Millions (feat. Travis Scott),76,242027,Drake,"Drake,21 Savage,Travis Scott",2022-11-04,0.0623,0.749,0.63,0.0,0.353,-6.652,0.116,122.03,4,0.445,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Pussy Millions - Drake 21 Savage Travis Scott (128).wav
Bank Account,78,220307,21 Savage,21 Savage,2017-07-06,0.015,0.884,0.347,7e-06,0.0871,-8.227,0.35,75.016,4,0.376,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Bank Account - 21 Savage (128).wav
can't leave without it,75,205352,21 Savage,21 Savage,2018-12-21,0.111,0.872,0.591,0.0,0.144,-6.952,0.359,131.982,4,0.696,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",can t leave without it - 21 Savage (128).wav
Immortal,73,254723,21 Savage,21 Savage,2019-10-31,0.00813,0.741,0.87,0.0,0.114,-3.494,0.503,184.194,4,0.663,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Immortal - 21 Savage (128).wav
Umbrella (with 21 Savage & Young Nudy),72,222000,Metro Boomin,"Metro Boomin,21 Savage,Young Nudy",2022-12-02,0.0838,0.822,0.788,0.000173,0.359,-3.634,0.173,111.016,4,0.389,Metro Boomin,85,5947390,['rap'],Umbrella - Metro Boomin 21 Savage Young Nudy (128).wav
Privileged Rappers,74,160821,Drake,"Drake,21 Savage",2022-11-04,0.00274,0.934,0.614,0.0,0.123,-7.384,0.198,144.045,4,0.616,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Privileged Rappers - Drake 21 Savage (128).wav
On BS,76,261544,Drake,"Drake,21 Savage",2022-11-04,0.0201,0.841,0.358,0.0,0.39,-8.368,0.591,158.014,4,0.329,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",DNA - BTS (128).wav
Magic,73,285014,Coldplay,Coldplay,2014-05-19,0.0266,0.738,0.482,0.621,0.106,-8.917,0.0402,93.457,4,0.352,Coldplay,85,47803752,"['permanent wave', 'pop']",Magic - Coldplay (128).wav
A Head Full of Dreams,67,223773,Coldplay,Coldplay,2015-12-04,0.0021,0.449,0.92,0.0167,0.334,-4.982,0.0737,122.984,4,0.0772,Coldplay,85,47803752,"['permanent wave', 'pop']",A Head Full of Dreams - Coldplay (128).wav
Everyday Life,63,258533,Coldplay,Coldplay,2019-11-22,0.775,0.512,0.452,0.0818,0.065,-8.991,0.0292,124.103,4,0.235,Coldplay,85,47803752,"['permanent wave', 'pop']",Everyday Life - Coldplay (128).wav
God Put a Smile upon Your Face,64,297307,Coldplay,Coldplay,2002-08-08,0.175,0.611,0.556,7.14e-05,0.0359,-5.761,0.0288,126.532,4,0.252,Coldplay,85,47803752,"['permanent wave', 'pop']",God Put a Smile upon Your Face - Coldplay (128).wav
Always in My Head,65,216627,Coldplay,Coldplay,2014-05-19,0.0127,0.495,0.502,0.689,0.068,-9.307,0.0259,97.546,3,0.0394,Coldplay,85,47803752,"['permanent wave', 'pop']",Always in My Head - Coldplay (128).wav
Politik,64,318627,Coldplay,Coldplay,2002-08-08,0.0364,0.262,0.482,0.000189,0.11,-7.75,0.0294,170.968,4,0.063,Coldplay,85,47803752,"['permanent wave', 'pop']",Politik - Coldplay (128).wav
Flags,60,216493,Coldplay,Coldplay,2020-12-21,0.00107,0.55,0.796,1.18e-05,0.123,-7.262,0.0378,89.876,4,0.51,Coldplay,85,47803752,"['permanent wave', 'pop']",Flags - Coldplay (128).wav
Champion Of The World,60,257547,Coldplay,Coldplay,2019-11-22,0.00276,0.503,0.594,0.0102,0.109,-7.095,0.0263,108.9,4,0.168,Coldplay,85,47803752,"['permanent wave', 'pop']",Champion Of The World - Coldplay (128).wav
Midnight,64,294667,Coldplay,Coldplay,2014-05-19,0.615,0.548,0.475,0.808,0.0944,-12.42,0.0355,126.974,4,0.0349,Coldplay,85,47803752,"['permanent wave', 'pop']",Midnight - Coldplay (128).wav
Miracles (Someone Special),60,276907,Coldplay,"Coldplay,Big Sean",2017-07-13,0.0167,0.624,0.824,0.00029,0.138,-5.501,0.0445,97.012,4,0.366,Coldplay,85,47803752,"['permanent wave', 'pop']",Miracles (Someone Special) - Coldplay Big Sean (128).wav
High Speed,62,256467,Coldplay,Coldplay,2000-07-10,0.396,0.495,0.525,0.00736,0.0961,-9.342,0.0301,154.466,4,0.249,Coldplay,85,47803752,"['permanent wave', 'pop']",High Speed - Coldplay (128).wav
See You Soon,61,171373,Coldplay,Coldplay,1999-10-11,0.657,0.369,0.295,1.54e-05,0.107,-12.779,0.0351,92.226,4,0.211,Coldplay,85,47803752,"['permanent wave', 'pop']",See You Soon - Coldplay (128).wav
Daddy,59,298320,Coldplay,Coldplay,2019-11-22,0.931,0.633,0.18,0.801,0.513,-19.54,0.034,116.981,4,0.2,Coldplay,85,47803752,"['permanent wave', 'pop']",Daddy - Coldplay (128).wav
Giant (with Rag'n'Bone Man),70,229184,Calvin Harris,"Calvin Harris,Rag'n'Bone Man",2019-01-11,0.016,0.807,0.887,0.000503,0.0811,-4.311,0.0361,122.015,4,0.606,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Giant - Calvin Harris Rag n Bone Man (128).wav
I Need Your Love,41,235053,Calvin Harris,"Calvin Harris,Ellie Goulding",2012-10-12,0.414,0.7,0.875,0.0,0.226,-4.874,0.0506,125.011,4,0.625,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Leave Your Lover - Sam Smith (128).wav
Let's Go (feat. Ne-Yo) - Radio Edit,40,226107,Calvin Harris,"Calvin Harris,Ne-Yo",2012-04-20,0.00661,0.672,0.905,0.000422,0.22,-2.59,0.0611,128.021,4,0.727,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Let s Go (feat. Ne-Yo) (Radio Edit) - Calvin Harris Ne-Yo (.wav
Flashback,56,227880,Calvin Harris,Calvin Harris,2009-08-17,0.00212,0.266,0.95,0.000991,0.0922,-5.646,0.05,127.986,4,0.158,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",7. Calvin Harris - Flashback (128).wav
One Kiss (with Dua Lipa) - Oliver Heldens Remix,54,281267,Calvin Harris,"Calvin Harris,Dua Lipa,Oliver Heldens",2018-07-13,0.251,0.717,0.752,0.000468,0.0802,-6.933,0.065,123.97,4,0.14,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",One Kiss (Oliver Heldens Remix) - Calvin Harris Dua Lipa (1.wav
"New To You (with Normani, Tinashe & Offset)",56,302613,Calvin Harris,"Calvin Harris,Normani,Tinashe,Offset",2022-08-05,0.371,0.728,0.707,0.00107,0.138,-5.09,0.0435,96.017,4,0.802,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",New To You - Calvin Harris Normani Tinashe Offset (128).wav
Faking It (feat. Kehlani & Lil Yachty),59,240093,Calvin Harris,"Calvin Harris,Kehlani,Lil Yachty,Funk Wav",2017-06-30,0.319,0.776,0.589,0.0,0.0715,-4.543,0.115,120.034,4,0.668,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Faking_It_feat_Kehlani_Lil_Yachty_Calvin_Harris_Kehlani.wav
Open Wide (feat. Big Sean),57,187547,Calvin Harris,"Calvin Harris,Big Sean",2014-10-31,0.0698,0.76,0.943,0.0,0.525,-2.703,0.0363,127.976,4,0.686,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Open Wide (feat. Big Sean) - Calvin Harris Big Sean (128).wav
Giant (with Rag'n'Bone Man) - Robin Schulz Remix,49,193297,Calvin Harris,"Calvin Harris,Rag'n'Bone Man,Robin Schulz",2019-03-08,0.0634,0.544,0.88,0.0159,0.453,-4.917,0.245,126.06,4,0.491,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Sugar (feat. Francesco Yates) - Robin Schulz Francesco Yate.wav
Acceptable in the 80's,56,333680,Calvin Harris,Calvin Harris,2007-06-18,0.0143,0.787,0.808,0.257,0.0466,-5.454,0.0511,127.99,4,0.942,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Acceptable in the 80 s - Calvin Harris (128).wav
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",55,229160,Calvin Harris,"Calvin Harris,Young Thug,Pharrell Williams,Ariana Grande,Funk Wav",2017-06-30,0.34,0.784,0.728,0.0,0.222,-4.549,0.0539,110.165,4,0.713,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']","Heatstroke_feat_Young_Thug,_Pharrell_Williams_Ariana_Grande.wav"
You Used to Hold Me,50,229173,Calvin Harris,Calvin Harris,2009-08-17,0.0205,0.626,0.968,0.0,0.321,-6.014,0.0462,128.969,4,0.176,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",You Used to Hold Me - Calvin Harris (128).wav
Prayers Up (feat. Travis Scott & A-Trak),52,204280,Calvin Harris,"Calvin Harris,Travis Scott,A-Trak,Funk Wav",2017-06-30,0.433,0.821,0.637,0.0,0.209,-4.276,0.161,86.01,4,0.778,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Prayers_Up_feat_Travis_Scott_A_Trak_Calvin_Harris_Travis.wav
Skate,70,203123,Bruno Mars,"Bruno Mars,Anderson .Paak,Silk Sonic",2021-11-11,0.037,0.708,0.598,0.0,0.17,-8.365,0.0291,112.027,4,0.698,Bruno Mars,86,51858271,"['dance pop', 'pop']",Separate - d4vd (128).wav
If I Knew,68,132640,Bruno Mars,Bruno Mars,2012-12-07,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,3,0.49,Bruno Mars,86,51858271,"['dance pop', 'pop']",If I Knew - Bruno Mars (128).wav
Chunky,70,186973,Bruno Mars,Bruno Mars,2016-11-17,0.0208,0.571,0.539,0.0,0.125,-4.446,0.116,202.103,4,0.727,Bruno Mars,86,51858271,"['dance pop', 'pop']",Chunky - Bruno Mars (128).wav
Silk Sonic Intro,62,63060,Bruno Mars,"Bruno Mars,Anderson .Paak,Silk Sonic",2021-11-12,0.097,0.696,0.553,3.91e-06,0.617,-8.702,0.0759,114.993,4,0.674,Bruno Mars,86,51858271,"['dance pop', 'pop']",Silk Sonic Intro - Bruno Mars Anderson .Paak Silk Sonic (1.wav
Too Good to Say Goodbye,68,281827,Bruno Mars,Bruno Mars,2016-11-17,0.0389,0.587,0.63,0.0,0.35,-6.054,0.0311,76.97,4,0.433,Bruno Mars,86,51858271,"['dance pop', 'pop']",Too Good to Say Goodbye - Bruno Mars (128).wav
Love's Train,63,307014,Bruno Mars,"Bruno Mars,Anderson .Paak,Silk Sonic",2022-02-14,0.0396,0.711,0.605,2.29e-05,0.104,-9.801,0.031,140.981,4,0.807,Bruno Mars,86,51858271,"['dance pop', 'pop']",Love On The Brain - Rihanna (128).wav
Catch a Grenade - The Hooligans Remix,58,210607,Bruno Mars,Bruno Mars,2011-02-08,0.0496,0.803,0.825,0.0,0.0681,-2.394,0.0452,119.982,4,0.96,Bruno Mars,86,51858271,"['dance pop', 'pop']",2. Bruno Mars - Catch a Grenade (The Hooligans Remix) (128).wav
Leave The Door Open - Live,58,260270,Bruno Mars,"Bruno Mars,Anderson .Paak,Silk Sonic",2021-04-02,0.351,0.532,0.683,0.0,0.984,-7.449,0.0541,147.837,4,0.563,Bruno Mars,86,51858271,"['dance pop', 'pop']",Love In The Dark - Adele (128).wav
24K Magic - R3hab Remix,58,158678,Bruno Mars,"Bruno Mars,R3HAB",2017-05-26,0.146,0.763,0.708,0.0,0.33,-5.692,0.209,106.175,4,0.566,Bruno Mars,86,51858271,"['dance pop', 'pop']","8. Bruno Mars, R3HAB - 24K Magic (R3hab Remix) (128).wav"
Runaway Baby,73,148448,Bruno Mars,Bruno Mars,2010-10-05,0.263,0.658,0.762,0.0,0.127,-3.028,0.0425,163.864,4,0.823,Bruno Mars,86,51858271,"['dance pop', 'pop']",Runaway Baby - Bruno Mars (128).wav
Gorilla,67,244493,Bruno Mars,Bruno Mars,2012-12-07,0.445,0.717,0.544,5.16e-06,0.0973,-6.598,0.0371,139.959,4,0.641,Bruno Mars,86,51858271,"['dance pop', 'pop']",Gorilla - Bruno Mars (128).wav
Straight up & Down,64,198187,Bruno Mars,Bruno Mars,2016-11-17,0.0209,0.552,0.733,0.0,0.0858,-6.898,0.0933,143.56,4,0.643,Bruno Mars,86,51858271,"['dance pop', 'pop']",Straight up Down - Bruno Mars (128).wav
Wrecked,71,244005,Imagine Dragons,Imagine Dragons,2022-07-01,0.149,0.625,0.562,1.67e-05,0.109,-5.828,0.0289,93.998,4,0.229,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Wrecked - Imagine Dragons (128).wav
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",70,210933,Imagine Dragons,Imagine Dragons,2018-11-09,0.000479,0.634,0.662,0.00142,0.111,-7.543,0.0325,90.011,4,0.244,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Zero_From_the_Original_Motion_Picture_Ralph_Breaks_The_Internet.wav
Symphony,68,175833,Imagine Dragons,Imagine Dragons,2022-07-01,0.0227,0.662,0.64,0.0,0.142,-5.223,0.0742,90.002,4,0.921,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Symphony - Imagine Dragons (128).wav
Roots,66,174507,Imagine Dragons,Imagine Dragons,2015-08-27,0.707,0.637,0.887,0.00188,0.326,-5.444,0.227,157.759,4,0.596,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Roots - Imagine Dragons (128).wav
Walking The Wire,69,232907,Imagine Dragons,Imagine Dragons,2017-06-23,0.0163,0.54,0.761,0.0,0.0941,-5.339,0.0372,100.008,4,0.147,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Walking The Wire - Imagine Dragons (128).wav
Blank Space/Stand By Me - Live From Spotify London,65,303434,Imagine Dragons,Imagine Dragons,2015-04-20,0.379,0.774,0.553,0.0,0.739,-6.815,0.0823,102.055,4,0.514,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Blank_SpaceStand_By_Me_Live_From_London_Imagine_Dragons_12.wav
Rise Up,67,231720,Imagine Dragons,Imagine Dragons,2017-06-23,0.0122,0.447,0.74,0.000228,0.0958,-6.607,0.0475,93.759,4,0.102,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Raise Your Glass - P!nk (128).wav
I Bet My Life,64,192707,Imagine Dragons,Imagine Dragons,2015-05-18,0.367,0.545,0.659,0.00111,0.415,-8.18,0.0394,108.04,4,0.599,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",I Hate You - Oliver Tree (128).wav
Not Today,66,261080,Imagine Dragons,Imagine Dragons,2016-06-03,0.567,0.462,0.387,0.0,0.164,-7.401,0.0292,122.698,4,0.0428,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Not Today - Imagine Dragons (128).wav
West Coast,65,217173,Imagine Dragons,Imagine Dragons,2018-11-09,0.581,0.672,0.715,2.08e-06,0.101,-6.18,0.0268,104.989,4,0.677,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",West Coast - OneRepublic (128).wav
Demons - Live in Vegas,64,263569,Imagine Dragons,Imagine Dragons,2023-07-28,0.206,0.546,0.618,0.0,0.322,-5.624,0.0272,89.939,4,0.443,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",demons - Kim Petras (128).wav
Machine,64,181880,Imagine Dragons,Imagine Dragons,2018-11-09,0.0016,0.638,0.679,0.00655,0.121,-5.278,0.0425,81.045,4,0.596,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Machine - Imagine Dragons (128).wav
I’m So Sorry,65,230227,Imagine Dragons,Imagine Dragons,2015-05-18,0.144,0.528,0.687,0.0,0.251,-5.954,0.0532,142.605,4,0.423,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",I m So Sorry - Imagine Dragons (128).wav
Bleeding Out,62,223160,Imagine Dragons,Imagine Dragons,2012-09-04,0.0146,0.227,0.759,0.0,0.0986,-4.136,0.0908,169.444,4,0.331,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Bleed Out - d4vd (128).wav
Heart Upon My Sleeve (feat. Imagine Dragons),64,254166,Avicii,"Avicii,Imagine Dragons",2019-06-06,0.316,0.588,0.601,0.0,0.148,-5.983,0.0332,126.06,3,0.38,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",Heart Upon My Sleeve - Avicii Imagine Dragons (128).wav
Bad Liar – Stripped,60,253227,Imagine Dragons,Imagine Dragons,2019-05-31,0.369,0.317,0.373,0.0,0.0827,-9.603,0.0326,87.675,4,0.167,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Bad Liar Stripped - Imagine Dragons (128).wav
Believer (feat. Lil Wayne),62,219705,Imagine Dragons,"Imagine Dragons,Lil Wayne",2019-01-07,0.058,0.487,0.838,0.0,0.0645,-4.319,0.255,93.701,3,0.762,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Believer - Imagine Dragons Lil Wayne (128).wav
The Cure,64,211364,Lady Gaga,Lady Gaga,2017-04-16,0.0792,0.697,0.506,0.0,0.0893,-4.863,0.0325,100.002,4,0.516,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",The Cure - Lady Gaga (128).wav
Always Remember Us This Way,69,210200,Lady Gaga,Lady Gaga,2018-10-05,0.299,0.553,0.502,0.0,0.764,-5.972,0.0409,129.976,4,0.296,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Always Remember Us This Way - Lady Gaga (128).wav
Free Woman,58,191467,Lady Gaga,Lady Gaga,2020-05-29,0.0228,0.731,0.927,7.15e-05,0.187,-3.634,0.0781,119.006,4,0.478,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Free Woman - Lady Gaga (128).wav
Alice,59,177600,Lady Gaga,Lady Gaga,2020-05-29,0.00334,0.723,0.88,0.0179,0.0632,-4.287,0.038,123.036,4,0.323,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Alive - Sia (128).wav
Teeth,49,220693,Lady Gaga,Lady Gaga,2009-08-05,0.0286,0.713,0.833,0.0,0.0868,-5.198,0.0487,96.012,4,0.55,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",8. Lady Gaga - Teeth (128).wav
I'll Never Love Again - Film Version,69,281067,Lady Gaga,"Lady Gaga,Bradley Cooper",2018-10-05,0.763,0.451,0.34,2.49e-06,0.135,-7.466,0.031,110.502,4,0.221,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",I ll Never Love Again (Film Version) - Lady Gaga Bradley Co.wav
Look What I Found,60,175240,Lady Gaga,Lady Gaga,2018-10-05,0.456,0.849,0.493,0.000463,0.133,-4.1,0.0417,97.012,4,0.447,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Look What I Found - Lady Gaga (128).wav
Judas,57,249067,Lady Gaga,Lady Gaga,2011-05-23,0.000959,0.661,0.936,1.45e-05,0.36,-3.832,0.0744,130.998,4,0.558,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Judas - Lady Gaga (128).wav
G.U.Y.,66,232667,Lady Gaga,Lady Gaga,2013-11-11,0.0141,0.616,0.919,0.0,0.117,-3.468,0.0401,110.008,4,0.572,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",G.U.Y. - Lady Gaga (128).wav
John Wayne,44,174307,Lady Gaga,Lady Gaga,2016-10-21,0.00131,0.61,0.667,0.00018,0.34,-5.825,0.0314,96.954,4,0.51,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",John Wayne - Lady Gaga (128).wav
Venus,60,233720,Lady Gaga,Lady Gaga,2013-11-11,0.0267,0.811,0.895,0.0,0.104,-4.304,0.0608,121.01,4,0.736,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Venus - Lady Gaga (128).wav
Heal Me,54,196800,Lady Gaga,Lady Gaga,2018-10-05,0.0481,0.606,0.544,0.0,0.0916,-8.36,0.0593,86.013,4,0.456,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Heal Me - Lady Gaga (128).wav
ARTPOP,56,247533,Lady Gaga,Lady Gaga,2013-11-11,0.00106,0.747,0.665,1.19e-05,0.0702,-4.38,0.0573,117.035,4,0.432,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",ARTPOP - Lady Gaga (128).wav
So Happy I Could Die,51,234853,Lady Gaga,Lady Gaga,2009-08-05,0.000326,0.557,0.789,0.00305,0.153,-5.093,0.0313,99.982,4,0.367,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",So Happy I Could Die - Lady Gaga (128).wav
Speechless,48,270827,Lady Gaga,Lady Gaga,2009-08-05,0.436,0.386,0.697,0.0,0.337,-4.182,0.0383,145.091,4,0.407,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Speechless - Lady Gaga (128).wav
Dancin' In Circles,40,207173,Lady Gaga,Lady Gaga,2016-10-21,0.0304,0.635,0.718,0.000383,0.233,-7.775,0.119,171.915,4,0.787,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Dancin In Circles - Lady Gaga (128).wav
A-YO,41,207720,Lady Gaga,Lady Gaga,2016-10-21,0.0987,0.666,0.889,0.0,0.0965,-5.699,0.144,149.959,4,0.916,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Halo - Beyoncé (128).wav
"Anuel AA: Bzrp Music Sessions, Vol. 46",62,201507,Bizarrap,"Bizarrap,Anuel AA",2021-11-03,0.347,0.405,0.837,0.0,0.0901,-4.188,0.294,74.966,1,0.655,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",Anuel AA Bzrp Music Session Vol. 46 - Bizarrap Anuel Aa (12.wav
"Frijo: Bzrp Music Sessions, Vol. 10",64,130912,Bizarrap,"Bizarrap,Frijo,Hot Plug Beats",2019-07-21,0.258,0.851,0.599,0.0,0.179,-5.347,0.0985,99.981,4,0.668,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']","C.R.O Bzrp Music Sessions, Vol. 29 - Bizarrap C.R.O (128).wav"
"Residente: Bzrp Music Sessions, Vol. 49",64,519289,Bizarrap,"Bizarrap,Residente",2022-03-03,0.555,0.586,0.74,0.0,0.11,-2.997,0.404,71.378,3,0.697,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']","Residente Bzrp Music Sessions, Vol. 49 - Bizarrap Residente.wav"
