name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Beauty And A Beat,64,226613,Nicki Minaj,"Justin Bieber, Nicki Minaj",2020-05-22,0.0011,0.587,0.82,7.36e-06,0,0.131,-5.319,1,0.0668,127.976,4,0.578,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Beauty And A Beat - Justin Bieber Nicki Minaj (128).wav
Beauty And A Beat,82,227987,Justin Bieber,"Justin Bieber, Nicki Minaj",2012-01-01,0.000704,0.601,0.843,5.27e-05,0,0.0681,-4.87,1,0.0593,128.002,4,0.534,Justin Bieber,86,74403685,"['canadian pop', 'pop']",Beauty And A Beat - Justin Bieber Nicki Minaj (128).wav
Before You Go,86,215107,Lewis Capaldi,Lewis Capaldi,2019-11-22,0.604,0.459,0.575,0.0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Before You Go - Lewis Capaldi (128).wav
Believer,90,204347,Imagine Dragons,Imagine Dragons,2017-06-23,0.0622,0.776,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,4,0.666,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Believer - Imagine Dragons (128).wav
Besos Moja2,82,229065,ROSALÍA,"Wisin & Yandel, ROSALÍA",2022-12-01,0.0584,0.736,0.727,1.91e-06,5,0.0976,-4.642,0,0.0571,94.048,4,0.644,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",Besos Moja2 - Wisin Yandel ROSALÍA (128).wav
Big Pimpin',73,283067,JAY-Z,"JAY-Z,UGK",1999-12-28,0.168,0.88,0.814,0.00672,11,0.0584,-6.307,0,0.14,138.083,4,0.942,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Big Pimpin - Jay-Z UGK (128).wav
Billie Jean,81,294227,Michael Jackson,Michael Jackson,1982-11-30,0.0173,0.932,0.457,0.0436,11,0.0414,-9.62,0,0.0541,117.002,4,0.884,Michael Jackson,80,29172879,"['r&b', 'soul']",Billie Jean - Michael Jackson (128).wav
Black Dress,63,237362,070 Shake,070 Shake,2023-09-22,0.0285,0.614,0.645,2.22e-06,10,0.0832,-4.237,1,0.0312,121.998,4,0.4,070 Shake,69,494115,['new jersey rap'],Black Dress - 070 Shake (128).wav
Black or White,71,254933,Michael Jackson,Michael Jackson,1991-11-13,0.174,0.518,0.901,0.0314,9,0.0712,-3.749,1,0.093,115.026,4,0.873,Michael Jackson,80,29172879,"['r&b', 'soul']",Black or White - Michael Jackson (128).wav
Blame (feat. John Newman),80,212960,Calvin Harris,"Calvin Harris,John Newman",2014-10-31,0.0287,0.414,0.857,0.00574,0,0.343,-4.078,0,0.0808,128.024,4,0.348,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Blame (feat. John Newman) - Calvin Harris John Newman (128).wav
Blank Space,83,231827,Taylor Swift,Taylor Swift,2014-10-27,0.085,0.753,0.678,1.64e-06,5,0.13,-5.421,1,0.0644,96.006,4,0.583,Taylor Swift,100,91129614,['pop'],Blank Space - Taylor Swift (128).wav
Bleed It Out,59,164760,Linkin Park,Linkin Park,2007-05-14,0.0747,0.542,0.932,0.0,4,0.613,-4.896,1,0.05,140.135,4,0.698,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Bleed It Out - Linkin Park (128).wav
BED,74,178088,RAYE,"Joel Corry, RAYE, David Guetta",2021-02-26,0.0142,0.671,0.782,0.00221,6,0.333,-4.593,1,0.0341,123.989,4,0.618,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Bleed Out - d4vd (128).wav
Bleed Out,59,168947,d4vd,d4vd,2022-02-22,0.0479,0.57,0.937,0.00958,1,0.215,-4.485,1,0.0401,104.4,4,0.47,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",Bleed Out - d4vd (128).wav
TV,87,281381,Billie Eilish,Billie Eilish,2022-07-21,0.83,0.412,0.236,0.00653,4,0.147,-15.159,0,0.0379,140.214,4,0.119,Billie Eilish,86,88246007,"['art pop', 'pop']",Bleed Out - d4vd (128).wav
Blind,80,150720,SZA,SZA,2022-12-09,0.911,0.461,0.279,0.0,9,0.205,-11.776,0,0.0373,114.225,4,0.599,SZA,87,15504565,"['pop', 'r&b', 'rap']",Blind - SZA (128).wav
Blinding Lights,92,200040,The Weeknd,The Weeknd,2020-03-20,0.00146,0.514,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334,The Weeknd,92,73855176,"['canadian contemporary r&b', 'canadian pop', 'pop']",Blinding Lights - The Weeknd (128).wav
BOTH,79,188000,Tiësto,"Tiësto,21 Savage,BIA",2023-08-29,0.0252,0.69,0.933,2.51e-05,5,0.493,-3.099,0,0.0832,119.987,4,0.523,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Boat - Ed Sheeran (128).wav
Bam Bam (feat. Ed Sheeran),77,206071,Camila Cabello,"Camila Cabello, Ed Sheeran",2022-04-07,0.182,0.756,0.697,0.0,8,0.333,-6.377,1,0.0401,94.996,4,0.956,Camila Cabello,77,31877634,"['dance pop', 'pop']",Boat - Ed Sheeran (128).wav
Boat,71,185731,Ed Sheeran,Ed Sheeran,2023-05-05,0.758,0.47,0.203,2.41e-06,4,0.312,-8.676,1,0.0371,153.578,3,0.325,Ed Sheeran,86,115073470,"['pop', 'singer-songwriter pop', 'uk pop']",Boat - Ed Sheeran (128).wav
Mother,71,147481,Meghan Trainor,Meghan Trainor,2023-03-10,0.124,0.751,0.661,0.0,9,0.456,-6.131,1,0.0871,120.052,4,0.761,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Boat - Ed Sheeran (128).wav
Bodak Yellow,74,223713,Cardi B,Cardi B,2018-04-06,0.0659,0.926,0.703,0.0,11,0.231,-6.337,0,0.103,125.022,4,0.485,Cardi B,77,22479448,"['pop', 'rap']",Bodak Yellow - Cardi B (128).wav
Body Paint,65,290584,Arctic Monkeys,Arctic Monkeys,2022-09-29,0.567,0.56,0.313,0.0,7,0.0767,-11.653,0,0.0627,144.745,4,0.254,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Body Paint - Arctic Monkeys (128).wav
Bohemian Rhapsody - Remastered 2011,75,354320,Queen,Queen,1975-11-21,0.288,0.392,0.402,0.0,0,0.243,-9.961,0,0.0536,143.883,4,0.228,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",Bohemian Rhapsody (Remastered 2011) - Queen (128).wav
Bon Appétit,68,227813,Katy Perry,"Katy Perry,Migos",2017-06-09,0.131,0.8,0.795,9.02e-05,6,0.221,-5.835,1,0.0626,106.031,4,0.528,Katy Perry,81,30086713,['pop'],Bon Appétit - Katy Perry Migos (128).wav
Boom Boom Pow,72,251440,Black Eyed Peas,Black Eyed Peas,2009-01-01,0.13,0.867,0.857,0.00171,9,0.13,-5.892,1,0.0663,130.048,4,0.402,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",Boom Boom Pow - The Black Eyed Peas (128).wav
Born To Die,78,285400,Lana Del Rey,Lana Del Rey,2012-01-01,0.222,0.428,0.626,8.22e-05,4,0.277,-6.639,0,0.0339,86.02,4,0.379,Lana Del Rey,88,29276034,"['art pop', 'pop']",Born To Die - Lana Del Rey (128).wav
Bones,86,165265,Imagine Dragons,Imagine Dragons,2022-07-01,0.0201,0.772,0.75,0.0,5,0.074,-3.67,0,0.0455,114.061,4,0.587,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Bound 2 - Kanye West (128).wav
Bound 2,87,229147,Kanye West,Kanye West,2013-06-18,0.145,0.367,0.665,0.0,1,0.113,-2.821,1,0.0465,148.913,4,0.31,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",Bound 2 - Kanye West (128).wav
Boy With Luv (Feat. Halsey),66,229773,BTS,"BTS,Halsey",2020-02-21,0.0933,0.645,0.862,0.0,11,0.193,-4.761,0,0.0845,119.947,4,0.803,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",Boy With Luv (feat. Halsey) - BTS Halsey (128).wav
Boy With Luv (feat. Halsey),78,229773,Halsey,"BTS, Halsey",2019-04-12,0.0933,0.645,0.862,0.0,11,0.193,-4.761,0,0.0845,119.947,4,0.803,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Boy With Luv (feat. Halsey) - BTS Halsey (128).wav
BREAK MY SOUL,77,278282,Beyoncé,Beyoncé,2022-07-29,0.0581,0.693,0.887,2.71e-06,1,0.27,-5.039,0,0.0795,114.942,4,0.864,Beyoncé,83,36174736,"['pop', 'r&b']",BREAK MY SOUL - Beyoncé (128).wav
"break up with your girlfriend, i'm bored",78,190440,Ariana Grande,Ariana Grande,2019-02-08,0.0421,0.726,0.554,0.0,5,0.106,-5.29,0,0.0917,169.999,4,0.335,Ariana Grande,85,94489318,['pop'],"break up with your girlfriend, i m bored - Ariana Grande (12.wav"
Breakin' Dishes,75,200573,Rihanna,Rihanna,2008-06-02,0.000282,0.801,0.674,0.000139,8,0.0914,-4.185,0,0.0311,125.009,4,0.875,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",Breakin Dishes - Rihanna (128).wav
Bring U Down,52,131707,Lil Nas X,Lil Nas X,2019-06-21,0.0759,0.676,0.511,0.0,9,0.113,-6.83,0,0.0449,120.05,4,0.482,Lil Nas X,74,12476410,['lgbtq+ hip hop'],Bring U Down - Lil Nas X (128).wav
Broken Arrows,63,232760,Avicii,Avicii,2015-10-02,0.0481,0.63,0.666,0.000567,7,0.104,-7.186,1,0.045,115.973,4,0.288,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",Broken Arrows - Avicii (128).wav
brrr,49,152308,Kim Petras,Kim Petras,2023-01-20,0.091,0.569,0.808,0.0,3,0.173,-5.203,0,0.171,146.902,4,0.449,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",brrr - Kim Petras (128).wav
Bruises,83,220492,Lewis Capaldi,Lewis Capaldi,2019-05-17,0.946,0.736,0.308,0.0,4,0.186,-7.83,1,0.0677,111.202,4,0.361,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Bruises - Lewis Capaldi (128).wav
BUBALU,81,228253,Feid,"Feid,Rema",2023-09-22,0.115,0.781,0.786,5.88e-06,6,0.107,-5.211,0,0.0885,111.989,4,0.759,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",BUBALU - Feid Rema (128).wav
BUBALU,73,228187,Rema,"Feid, Rema",2023-09-29,0.135,0.786,0.803,4.11e-06,6,0.11,-5.232,0,0.072,112.007,4,0.722,Rema,76,3401997,"['afrobeats', 'nigerian pop']",BUBALU - Feid Rema (128).wav
Buenas,87,192955,Quevedo,"Quevedo, Saiko",2023-09-22,0.247,0.625,0.755,0.0,8,0.124,-4.643,1,0.0724,87.948,4,0.429,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",Buenas - Quevedo Saiko (128).wav
UN PESO,82,277107,J Balvin,"J Balvin, Bad Bunny, Marciano Cantero",2019-06-28,0.125,0.627,0.675,0.0,5,0.0784,-7.125,0,0.213,79.31,4,0.961,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Buenas - Quevedo Saiko (128).wav
Elegí,74,197721,Rauw Alejandro,"Rauw Alejandro,Dalex,Lenny Tavárez,Dímelo Flow",2020-03-26,0.237,0.824,0.631,0.000116,0,0.0531,-2.791,1,0.0809,171.965,4,0.678,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Burn - Ellie Goulding (128).wav
BESO,89,194543,Rauw Alejandro,"ROSALÍA, Rauw Alejandro",2023-03-24,0.736,0.768,0.644,0.000837,5,0.173,-6.671,0,0.136,95.05,4,0.53,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Butter - BTS (128).wav
Burn,77,231213,Ellie Goulding,Ellie Goulding,2012-10-12,0.315,0.555,0.772,0.0,1,0.105,-5.007,1,0.0523,86.921,4,0.346,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Butter - BTS (128).wav
Butter,78,164952,BTS,BTS,2022-06-10,0.00323,0.759,0.459,0.0,8,0.0788,-5.187,1,0.0948,109.997,4,0.695,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",Butter - BTS (128).wav
California Gurls,77,234653,Katy Perry,"Katy Perry,Snoop Dogg",2012-03-12,0.00446,0.791,0.754,0.0,0,0.163,-3.729,1,0.0569,125.014,4,0.425,Katy Perry,81,30086713,['pop'],California Gurls - Katy Perry Snoop Dogg (128).wav
Call Me Revenge - Call of Duty: Modern Warfare 3,73,166140,21 Savage,"21 Savage,d4vd",2023-10-19,0.0192,0.674,0.634,0.0,10,0.153,-8.245,0,0.154,158.97,4,0.407,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Call_Me_Revenge_Call_of_Duty_Modern_Warfare_3_21_Savage_d4v.wav
Calling For You (feat. 21 Savage),85,285630,21 Savage,"Drake, 21 Savage",2023-10-06,0.0548,0.571,0.55,0.0,0,0.179,-6.567,1,0.106,120.947,4,0.104,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Calling For You - Drake 21 Savage (128).wav
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",82,219453,Metro Boomin,"Metro Boomin,Swae Lee,NAV,A Boogie Wit da Hoodie",2023-06-02,0.464,0.631,0.535,0.0,0,0.115,-7.836,1,0.0842,140.127,4,0.22,Metro Boomin,85,5947390,['rap'],Calling_Spider_Man_Across_the_Spider_Verse_Metro_Boomin_Swa.wav
Adorn,72,193147,Miguel,Miguel,2012-09-28,0.0543,0.625,0.576,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4,0.235,Miguel,76,4834768,"['r&b', 'urban contemporary']",Calm Down - Rema (128).wav
Alone,73,273803,Marshmello,Marshmello,2016-05-13,0.0241,0.631,0.953,0.0155,2,0.108,-3.739,1,0.0343,141.99,4,0.422,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Calm Down - Rema (128).wav
Calm Down,76,219669,Rema,Rema,2022-03-24,0.365,0.814,0.789,0.000502,11,0.137,-6.29,1,0.0405,107.003,4,0.842,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Calm Down - Rema (128).wav
QLONA,94,172798,KAROL G,"KAROL G, Peso Pluma",2023-08-10,0.52,0.841,0.738,0.0,7,0.0892,-7.455,0,0.307,169.918,4,0.484,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Calm Down - Rema (128).wav
Amor en Coma,64,199882,Manuel Turizo,"Manuel Turizo,Maluma",2021-04-08,0.369,0.644,0.661,0.0,1,0.0733,-4.877,0,0.451,180.05,4,0.355,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Calm Down - Rema Selena Gomez (128).wav
Calm Down (with Selena Gomez),81,239318,Selena Gomez,"Rema, Selena Gomez",2023-04-27,0.429,0.799,0.802,0.00128,11,0.171,-5.196,1,0.0371,107.008,4,0.811,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",Calm Down - Rema Selena Gomez (128).wav
Can I Be Him,81,246880,James Arthur,James Arthur,2016-10-28,0.308,0.696,0.543,0.0,11,0.0939,-6.164,1,0.0489,107.969,4,0.479,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Can I Be Him - James Arthur (128).wav
Can't Feel My Face,86,213520,The Weeknd,The Weeknd,2015-08-28,0.113,0.705,0.769,0.0,9,0.105,-5.526,0,0.0425,107.949,4,0.583,The Weeknd,92,73855176,"['canadian contemporary r&b', 'canadian pop', 'pop']",Can t Feel My Face - The Weeknd (128).wav
Candle In The Wind - Remastered 2014,71,228933,Elton John,Elton John,1973-10-05,0.183,0.602,0.536,1.9e-05,4,0.0802,-9.74,1,0.0288,124.558,4,0.506,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Candle In The Wind (Remastered 2014) - Elton John (128).wav
Car Keys (Ayla),81,146501,Ava Max,"Alok, Ava Max",2023-06-30,0.0868,0.675,0.986,4.96e-06,9,0.128,-4.606,0,0.0974,126.004,4,0.57,Ava Max,76,6150536,['pop'],Car Keys (Ayla) - Alok Ava Max (128).wav
Car's Outside,89,248373,James Arthur,James Arthur,2019-10-18,0.039,0.338,0.562,0.0,9,0.107,-7.181,1,0.029,149.907,4,0.259,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Car s Outside - James Arthur (128).wav
Castle,67,277623,Halsey,Halsey,2015-08-28,0.25,0.626,0.571,0.0,7,0.0946,-7.461,0,0.0327,129.959,4,0.164,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Castle - Halsey (128).wav
Please Me,78,200890,Cardi B,"Cardi B,Bruno Mars",2019-02-15,0.0642,0.747,0.57,0.0,1,0.0832,-6.711,1,0.081,133.992,4,0.65,Cardi B,77,22479448,"['pop', 'rap']",Castle - Halsey (128).wav
Chandelier,73,216120,Sia,Sia,2015-05-04,0.0197,0.399,0.787,6.07e-05,1,0.0685,-2.88,1,0.0499,117.089,5,0.572,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Chandelier - Sia (128).wav
changes,80,121887,XXXTENTACION,XXXTENTACION,2018-03-16,0.883,0.669,0.308,0.0,11,0.0984,-10.068,1,0.029,64.934,4,0.52,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",Chandelier - Sia (128).wav
Chantaje (feat. Maluma),78,195840,Shakira,"Shakira,Maluma",2017-05-26,0.187,0.852,0.773,3.05e-05,8,0.159,-2.921,0,0.0776,102.034,4,0.907,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",Chantaje (feat. Maluma) - Shakira Maluma (128).wav
Charm,77,204750,Rema,Rema,2023-04-27,0.581,0.768,0.663,0.0,4,0.0974,-6.901,0,0.0355,96.039,4,0.559,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Charm - Rema (128).wav
Cheap Thrills (feat. Sean Paul),75,224813,Sia,"Sia,Sean Paul",2016-02-18,0.0561,0.592,0.8,2.01e-06,6,0.0775,-4.931,0,0.215,89.972,4,0.728,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Cheap Thrills (feat. Sean Paul) - Sia Sean Paul (128).wav
Cheap Thrills,72,211667,Sia,Sia,2016-10-21,0.0472,0.628,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.732,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Cheap Thrills - Sia (128).wav
Chills (LA Hills),66,183652,Tiësto,"Tiësto,A Boogie Wit da Hoodie",2023-04-21,0.0213,0.796,0.761,0.000194,0,0.124,-6.299,1,0.0554,115.016,4,0.447,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Cheap Thrills - Sia (128).wav
Chemical,88,184013,Post Malone,Post Malone,2023-04-14,0.00136,0.498,0.897,0.0,2,0.118,-4.907,1,0.045,169.902,4,0.373,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",Chemical - Post Malone (128).wav
Cherry Flavoured,68,208453,The Neighbourhood,The Neighbourhood,2020-09-25,0.23,0.617,0.574,0.0105,6,0.0983,-9.768,1,0.0276,91.769,4,0.396,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Cherry Flavoured - The Neighbourhood (128).wav
Chicago,80,245507,Michael Jackson,Michael Jackson,2014-05-09,0.0784,0.608,0.756,0.0,7,0.187,-2.675,0,0.176,176.086,4,0.55,Michael Jackson,80,29172879,"['r&b', 'soul']",Chicago - Michael Jackson (128).wav
Childs Play (feat. Chance the Rapper),69,216234,SZA,"SZA,Chance the Rapper",2014-04-08,0.775,0.759,0.342,0.0,1,0.112,-9.044,0,0.0406,99.995,4,0.22,SZA,87,15504565,"['pop', 'r&b', 'rap']",Childs Play (feat. Chance the Rapper) - SZA (128).wav
CHORRITO PA LAS ANIMAS,85,168133,Feid,Feid,2022-12-02,0.114,0.743,0.831,6.43e-05,8,0.35,-4.042,0,0.0584,95.975,4,0.609,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",CHORRITO PA LAS ANIMAS - Feid (128).wav
Circles,89,215280,Post Malone,Post Malone,2019-09-06,0.192,0.695,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",Circles - Post Malone (128).wav
First Man,61,228759,Camila Cabello,Camila Cabello,2019-12-06,0.906,0.572,0.292,1.04e-06,7,0.106,-7.621,1,0.0364,100.152,4,0.223,Camila Cabello,77,31877634,"['dance pop', 'pop']",Circles - Post Malone (128).wav
Circus,80,192360,Britney Spears,Britney Spears,2008-12-02,0.147,0.791,0.733,0.000381,6,0.0713,-5.215,0,0.052,114.98,4,0.761,Britney Spears,78,13099866,"['dance pop', 'pop']",Circus - Britney Spears (128).wav
Classy 101,93,195987,Feid,"Feid, Young Miko",2023-03-31,0.145,0.859,0.658,0.0,11,0.12,-4.79,1,0.159,100.065,4,0.672,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Classy 101 - Feid Young Miko (128).wav
After All,52,208715,Elton John,"Elton John,Charlie Puth",2021-10-22,0.361,0.501,0.556,0.000133,5,0.115,-5.628,1,0.0266,82.017,4,0.165,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Coaster - Khalid (128).wav
Coaster,71,199120,Khalid,Khalid,2017-04-27,0.935,0.441,0.219,0.0,8,0.115,-14.586,1,0.0419,94.021,4,0.244,Khalid,81,16167554,"['pop', 'pop r&b']",Coaster - Khalid (128).wav
OK,66,189307,Robin Schulz,"Robin Schulz,James Blunt",2017-05-19,0.118,0.653,0.81,0.0,7,0.126,-6.032,0,0.0558,121.951,4,0.583,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Coaster - Khalid (128).wav
COCO LOCO,75,166735,Maluma,Maluma,2023-08-25,0.19,0.783,0.868,0.0,7,0.165,-2.961,0,0.0591,109.977,4,0.727,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",COCO LOCO - Maluma (128).wav
Con Altura,75,161627,ROSALÍA,"ROSALÍA,J Balvin,El Guincho",2019-03-28,0.39,0.882,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",COCO LOCO - Maluma (128).wav
TOO MUCH,92,203939,The Kid LAROI,"The Kid LAROI, Jung Kook, Central Cee",2023-10-19,0.252,0.758,0.703,0.0,10,0.146,-5.979,0,0.172,94.985,4,0.465,The Kid LAROI,79,4841122,['australian hip hop'],COCO LOCO - Maluma (128).wav
Cocoon - Martin Garrix & Space Ducks Remix,60,202205,070 Shake,"070 Shake,Martin Garrix,Space Ducks",2023-02-10,0.0031,0.864,0.452,0.293,2,0.111,-7.896,1,0.0676,127.002,4,0.223,070 Shake,69,494115,['new jersey rap'],Cocoon_Martin_Garrix_Space_Ducks_Remix_070_Shake_Martin_Ga.wav
Cold Heart - PNAU Remix,72,202735,Elton John,"Elton John, Dua Lipa, PNAU",2021-10-22,0.0354,0.795,0.8,7.25e-05,1,0.0915,-6.32,1,0.0309,116.032,4,0.934,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Cold Heart (PNAU Remix) - Elton John Dua Lipa (128).wav
Closer,86,244960,Halsey,"The Chainsmokers, Halsey",2016-07-29,0.414,0.748,0.524,0.0,8,0.111,-5.599,1,0.0338,95.01,4,0.661,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Colors - Halsey (128).wav
Colors,71,249500,Halsey,Halsey,2015-08-28,0.0534,0.512,0.812,0.0,1,0.092,-4.809,1,0.0617,100.02,4,0.521,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Colors - Halsey (128).wav
COLMILLO,75,265999,J Balvin,"Tainy, J Balvin, Young Miko, Jowell & Randy",2023-06-29,0.119,0.564,0.874,3.9e-05,1,0.24,-1.353,0,0.105,121.001,4,0.809,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Columbia - Quevedo (128).wav
Columbia,95,186000,Quevedo,Quevedo,2023-07-07,0.369,0.668,0.712,2.13e-05,5,0.108,-5.927,1,0.0381,100.02,4,0.264,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",Columbia - Quevedo (128).wav
Come Through and Chill (feat. J. Cole & Salaam Remi),70,322000,Miguel,"Miguel,J. Cole,Salaam Remi",2017-12-01,0.158,0.461,0.653,0.0,6,0.197,-8.617,1,0.327,81.628,1,0.588,Miguel,76,4834768,"['r&b', 'urban contemporary']",Come Through and Chill (feat. J. Cole Salaam Remi) - Miguel.wav
Consequences,66,178467,Camila Cabello,Camila Cabello,2018-01-12,0.889,0.455,0.292,0.0,0,0.106,-6.792,1,0.0563,84.339,5,0.43,Camila Cabello,77,31877634,"['dance pop', 'pop']",Consequences - Camila Cabello (128).wav
Copa Vacía,83,174809,Shakira,"Shakira, Manuel Turizo",2023-06-29,0.0409,0.789,0.649,3.64e-05,0,0.0773,-5.765,1,0.0714,89.999,4,0.589,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",Copa Vacía - Shakira Manuel Turizo (128).wav
Cornerstone,72,197973,Arctic Monkeys,Arctic Monkeys,2009-08-20,0.00764,0.287,0.721,0.0,9,0.328,-5.81,1,0.0387,169.252,4,0.763,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Cornerstone - Arctic Monkeys (128).wav
